GOV_ID,Name,State,Census_State,Total_Expenditure,Population,Per_Capita,Latitude,Longitude
011003160514,BALDWIN COUNTY,AL,01,39872000,,,,
011015122485,CALHOUN COUNTY,AL,01,6729000,,,,
011019122486,CHEROKEE COUNTY,AL,01,14322000,,,,
011021100004,CHILTON COUNTY,AL,01,10137000,,,,
011025122488,CLARKE COUNTY,AL,01,4735000,,,,
011027160517,CLAY COUNTY,AL,01,1613000,,,,
011029122489,CLEBURNE COUNTY,AL,01,440000,,,,
011031160518,COFFEE COUNTY,AL,01,12406000,,,,
011033211968,COLBERT COUNTY,AL,01,4414000,,,,
011035100005,CONECUH COUNTY,AL,01,1639000,,,,
011041160520,CRENSHAW COUNTY,AL,01,11546000,,,,
011043122490,CULLMAN COUNTY,AL,01,23619000,,,,
011045100006,DALE COUNTY,AL,01,2510000,,,,
011049207499,DE KALB COUNTY,AL,01,12235000,,,,
011053160523,ESCAMBIA COUNTY,AL,01,319000,,,,
011055122491,ETOWAH COUNTY,AL,01,23024000,,,,
011059193049,FRANKLIN COUNTY,AL,01,4679000,,,,
011069122492,HOUSTON COUNTY,AL,01,44016000,,,,
011071100010,JACKSON COUNTY,AL,01,1707000,,,,
011073160527,JEFFERSON COUNTY,AL,01,2795215000,,,,
011079100012,LAWRENCE COUNTY,AL,01,15447000,,,,
011081160528,LEE COUNTY,AL,01,28231000,,,,
011083160529,LIMESTONE COUNTY,AL,01,10710000,,,,
011089160531,MADISON COUNTY,AL,01,45860000,,,,
011093100014,MARION COUNTY,AL,01,7398000,,,,
011095194935,MARSHALL COUNTY,AL,01,3690000,,,,
011097160533,MOBILE COUNTY,AL,01,24135000,,,,
011099160534,MONROE COUNTY,AL,01,19630000,,,,
011101122495,MONTGOMERY COUNTY,AL,01,42453000,,,,
011103160535,MORGAN COUNTY,AL,01,20126000,,,,
011113160538,RUSSELL COUNTY,AL,01,11745000,,,,
011115184282,ST CLAIR COUNTY,AL,01,41386000,,,,
011117122496,SHELBY COUNTY,AL,01,41780000,,,,
011119160539,SUMTER COUNTY,AL,01,1091000,,,,
011121160540,TALLADEGA COUNTY,AL,01,3325000,,,,
011127122497,WALKER COUNTY,AL,01,14856000,,,,
011129100018,WASHINGTON COUNTY,AL,01,7363000,,,,
012001100019,PRATTVILLE CITY,AL,01,65160000,,,,
012003100020,GULF SHORES CITY,AL,01,233927000,,,,
012003122499,BAY MINETTE CITY,AL,01,13466000,,,,
012003122500,FOLEY CITY,AL,01,53744000,,,,
012003160546,DAPHNE CITY,AL,01,26951000,,,,
012003160550,ORANGE BEACH CITY,AL,01,56955000,,,,
012005189544,EUFAULA CITY,AL,01,54588000,,,,
012009211969,ONEONTA CITY,AL,01,20775000,,,,
012013122508,GREENVILLE CITY,AL,01,26477000,,,,
012015100025,ANNISTON CITY,AL,01,46600000,,,,
012015122509,OXFORD CITY,AL,01,112105000,,,,
012015207502,PIEDMONT CITY,AL,01,27019000,,,,
012017122511,VALLEY CITY,AL,01,26572000,,,,
012017160565,LANETT CITY,AL,01,323000,,,,
012021122513,JEMISON CITY,AL,01,3313000,,,,
012021160568,THORSBY TOWN,AL,01,1074000,,,,
012021207504,CLANTON CITY,AL,01,4095000,,,,
012031160579,ENTERPRISE CITY,AL,01,172632000,,,,
012033100035,SHEFFIELD CITY,AL,01,33933000,,,,
012033122519,MUSCLE SHOALS CITY,AL,01,49730000,,,,
012033160583,TUSCUMBIA CITY,AL,01,3757000,,,,
012039122521,OPP CITY,AL,01,27514000,,,,
012039160586,ANDALUSIA CITY,AL,01,52009000,,,,
012041207507,BRANTLEY TOWN,AL,01,355000,,,,
012043122526,CULLMAN CITY,AL,01,96710000,,,,
012047100048,SELMA CITY,AL,01,21992000,,,,
012049203913,FORT PAYNE CITY,AL,01,92233000,,,,
012053122535,BREWTON CITY,AL,01,26630000,,,,
012055160611,ATTALLA CITY,AL,01,20034000,,,,
012055183677,GADSDEN CITY,AL,01,25645000,,,,
012055193055,HOKES BLUFF CITY,AL,01,600000,,,,
012059100056,RUSSELLVILLE CITY,AL,01,33479000,,,,
012059160619,RED BAY CITY,AL,01,13428000,,,,
012069122546,DOTHAN CITY,AL,01,81622000,,,,
012069184301,MADRID TOWN,AL,01,38000,,,,
012071160634,SCOTTSBORO CITY,AL,01,42862000,,,,
012073100066,FULTONDALE CITY,AL,01,25751000,,,,
012073122553,FAIRFIELD CITY,AL,01,10640000,,,,
012073122554,HOMEWOOD CITY,AL,01,166825000,,,,
012073122555,MOUNTAIN BROOK CITY,AL,01,10075000,,,,
012073122557,HUEYTOWN CITY,AL,01,6094000,,,,
012073122558,HOOVER CITY,AL,01,92690000,,,,
012073160637,BESSEMER CITY,AL,01,46510000,,,,
012073160641,GRAYSVILLE CITY,AL,01,11320000,,,,
012073160644,MORRIS TOWN,AL,01,200000,,,,
012073160648,TRUSSVILLE CITY,AL,01,162620000,,,,
012073160649,VESTAVIA HILLS CITY,AL,01,105329000,,,,
012073183678,IRONDALE CITY,AL,01,62236000,,,,
012073201321,TARRANT CITY,AL,01,6513000,,,,
012073214787,CENTER POINT CITY,AL,01,1759000,,,,
012073225038,BIRMINGHAM CITY,AL,01,1127292000,,,,
012075183681,VERNON CITY,AL,01,6627000,,,,
012077122559,FLORENCE CITY,AL,01,98281000,,,,
012079122560,COURTLAND TOWN,AL,01,931000,,,,
012079160660,MOULTON CITY,AL,01,8649000,,,,
012081160662,AUBURN CITY,AL,01,113595000,,,,
012081160663,OPELIKA CITY,AL,01,178153000,,,,
012083207518,ATHENS CITY,AL,01,112240000,,,,
012087160669,TUSKEGEE CITY,AL,01,3772000,,,,
012089160670,MADISON CITY,AL,01,167473000,,,,
012089207520,HUNTSVILLE CITY,AL,01,982715000,,,,
012091207521,DEMOPOLIS CITY,AL,01,12697000,,,,
012093203916,WINFIELD CITY,AL,01,8870000,,,,
012095122571,ARAB CITY,AL,01,70234000,,,,
012095160679,ALBERTVILLE CITY,AL,01,122160000,,,,
012095160681,DOUGLAS TOWN,AL,01,1572000,,,,
012095193058,UNION GROVE TOWN,AL,01,81000,,,,
012095203917,GUNTERSVILLE CITY,AL,01,35741000,,,,
012097100089,SATSUMA CITY,AL,01,4293000,,,,
012097160683,MOBILE CITY,AL,01,402922000,,,,
012097160684,PRICHARD CITY,AL,01,21968000,,,,
012097160685,SARALAND CITY,AL,01,25287000,,,,
012101100091,MONTGOMERY CITY,AL,01,344138000,,,,
012101160689,PIKE ROAD TOWN,AL,01,29125000,,,,
012103122575,FALKVILLE TOWN,AL,01,463000,,,,
012103160690,DECATUR CITY,AL,01,209947000,,,,
012103160691,HARTSELLE CITY,AL,01,64495000,,,,
012105160694,UNIONTOWN CITY,AL,01,59000,,,,
012109100096,TROY CITY,AL,01,127641000,,,,
012109160699,BRUNDIDGE CITY,AL,01,193000,,,,
012113122582,PHENIX CITY,AL,01,107610000,,,,
012115160702,ASHVILLE CITY,AL,01,207000,,,,
012115160704,SPRINGVILLE CITY,AL,01,5774000,,,,
012115207522,PELL CITY CITY,AL,01,54199000,,,,
012117100099,CALERA CITY,AL,01,28843000,,,,
012117160707,ALABASTER CITY,AL,01,99672000,,,,
012117183682,PELHAM CITY,AL,01,62560000,,,,
012117207524,COLUMBIANA CITY,AL,01,1471000,,,,
012119122588,LIVINGSTON CITY,AL,01,11764000,,,,
012121184313,TALLADEGA CITY,AL,01,19712000,,,,
012121189559,SYLACAUGA CITY,AL,01,62695000,,,,
012123160719,ALEXANDER CITY CITY,AL,01,8997000,,,,
012125160723,TUSCALOOSA CITY,AL,01,263120000,,,,
012127160727,JASPER CITY,AL,01,92015000,,,,
012133160734,ADDISON TOWN,AL,01,2571000,,,,
021013160741,ALEUTIANS EAST BOROUGH,AK,02,8550000,,,,
021090100208,FAIRBANKS NORTH STAR BOROUGH,AK,02,225532000,,,,
021100122697,HAINES BOROUGH,AK,02,5917000,,,,
021122160739,KENAI PENINSULA BOROUGH,AK,02,120840000,,,,
021130160740,KETCHIKAN GATEWAY BOROUGH,AK,02,10561000,,,,
021150193065,KODIAK ISLAND BOROUGH,AK,02,70000000,,,,
021164207526,LAKE AND PENINSULA BOROUGH,AK,02,13025000,,,,
021170122698,MATANUSKA-SUSITNA BOROUGH,AK,02,246521000,,,,
021185211265,NORTH SLOPE BOROUGH,AK,02,241240000,,,,
021188137157,NORTHWEST ARCTIC BOROUGH,AK,02,13575000,,,,
021195198494,PETERSBURG BOROUGH,AK,02,3062000,,,,
021230219910,SKAGWAY BOROUGH,AK,02,21290000,,,,
022013160808,SAND POINT CITY,AK,02,2935000,,,,
022013207530,KING COVE CITY,AK,02,5041000,,,,
022016160742,SAINT PAUL CITY,AK,02,7908000,,,,
022016183689,UNALASKA CITY,AK,02,58156000,,,,
022016213313,ADAK CITY,AK,02,290000,,,,
022020194463,ANCHORAGE MUNICIPALITY,AK,02,1299057000,,,,
022050160746,BETHEL CITY,AK,02,4729000,,,,
022063100228,CORDOVA CITY,AK,02,18231000,,,,
022063122726,VALDEZ CITY,AK,02,57007000,,,,
022063160793,WHITTIER CITY,AK,02,1660000,,,,
022070183690,DILLINGHAM CITY,AK,02,8485000,,,,
022090100216,FAIRBANKS CITY,AK,02,2912000,,,,
022090122711,NORTH POLE CITY,AK,02,1366000,,,,
022105100227,HOONAH CITY,AK,02,660000,,,,
022110160762,JUNEAU CITY AND BOROUGH,AK,02,144584000,,,,
022122160763,HOMER CITY,AK,02,13323000,,,,
022122160764,SOLDOTNA CITY,AK,02,11604000,,,,
022122189580,SEWARD CITY,AK,02,33900000,,,,
022122194907,KENAI CITY,AK,02,760000,,,,
022122194908,SELDOVIA CITY,AK,02,249000,,,,
022130160765,KETCHIKAN CITY,AK,02,59928000,,,,
022150122716,KODIAK CITY,AK,02,17922000,,,,
022158160798,SAINT MARYS CITY,AK,02,13000,,,,
022170193066,PALMER CITY,AK,02,6242000,,,,
022180122719,NOME CITY,AK,02,13292000,,,,
022198160785,CRAIG CITY,AK,02,2177000,,,,
022198193068,KLAWOCK CITY,AK,02,1645000,,,,
022220160787,SITKA CITY AND BOROUGH,AK,02,130433000,,,,
022240160791,DELTA JUNCTION CITY,AK,02,300000,,,,
022275239781,WRANGELL CITY AND BOROUGH,AK,02,3442000,,,,
022290122730,GALENA CITY,AK,02,3516000,,,,
022290122732,TANANA CITY,AK,02,289000,,,,
041001207531,APACHE COUNTY,AZ,04,591000,,,,
041003100237,COCHISE COUNTY,AZ,04,1033000,,,,
041005160813,COCONINO COUNTY,AZ,04,148155000,,,,
041007207532,GILA COUNTY,AZ,04,67573000,,,,
041009122738,GRAHAM COUNTY,AZ,04,24467000,,,,
041011160814,GREENLEE COUNTY,AZ,04,1498000,,,,
041012100244,LA PAZ COUNTY,AZ,04,219000,,,,
041013160815,MARICOPA COUNTY,AZ,04,38908000,,,,
041015183707,MOHAVE COUNTY,AZ,04,527000,,,,
041017122739,NAVAJO COUNTY,AZ,04,24327000,,,,
041019160816,PIMA COUNTY,AZ,04,751744000,,,,
041021160817,PINAL COUNTY,AZ,04,273764000,,,,
041023122740,SANTA CRUZ COUNTY,AZ,04,32790000,,,,
041025193072,YAVAPAI COUNTY,AZ,04,63509000,,,,
041027160818,YUMA COUNTY,AZ,04,119216000,,,,
042003160821,DOUGLAS CITY,AZ,04,11180000,,,,
042003160822,SIERRA VISTA CITY,AZ,04,33736000,,,,
042005100246,FLAGSTAFF CITY,AZ,04,189564000,,,,
042005160825,WILLIAMS CITY,AZ,04,10938000,,,,
042007193073,PAYSON TOWN,AZ,04,30118000,,,,
042009183710,SAFFORD CITY,AZ,04,24384000,,,,
042013100249,CHANDLER CITY,AZ,04,236415000,,,,
042013100250,MESA CITY,AZ,04,1697115000,,,,
042013100251,SURPRISE CITY,AZ,04,45585000,,,,
042013122747,EL MIRAGE CITY,AZ,04,4125000,,,,
042013122748,GOODYEAR CITY,AZ,04,431070000,,,,
042013122749,CAREFREE TOWN,AZ,04,231000,,,,
042013137165,QUEEN CREEK TOWN,AZ,04,310497000,,,,
042013160830,BUCKEYE TOWN,AZ,04,290342000,,,,
042013160831,GILBERT TOWN,AZ,04,921950000,,,,
042013160832,PEORIA CITY,AZ,04,337535000,,,,
042013160833,TEMPE CITY,AZ,04,1019630000,,,,
042013189585,SCOTTSDALE CITY,AZ,04,871000,,,,
042013207534,AVONDALE CITY,AZ,04,24875000,,,,
042013207535,GLENDALE CITY,AZ,04,828225000,,,,
042013207536,PHOENIX CITY,AZ,04,7634902000,,,,
042013207537,CAVE CREEK TOWN,AZ,04,4900000,,,,
042013207538,PARADISE VALLEY TOWN,AZ,04,6340000,,,,
042013213143,TOLLESON CITY,AZ,04,20720000,,,,
042015100252,KINGMAN CITY,AZ,04,53375000,,,,
042015160836,BULLHEAD CITY CITY,AZ,04,125980000,,,,
042015160837,LAKE HAVASU CITY CITY,AZ,04,207825000,,,,
042017193074,SHOW LOW CITY,AZ,04,17354000,,,,
042019160840,TUCSON CITY,AZ,04,1147235000,,,,
042019160841,MARANA TOWN,AZ,04,105760000,,,,
042019183703,ORO VALLEY TOWN,AZ,04,22642000,,,,
042019183705,SAHUARITA TOWN,AZ,04,56884000,,,,
042021122753,CASA GRANDE CITY,AZ,04,24063000,,,,
042021160843,ELOY CITY,AZ,04,17747000,,,,
042021160845,APACHE JUNCTION CITY,AZ,04,14293000,,,,
042021215070,MARICOPA CITY,AZ,04,32985000,,,,
042023160846,NOGALES CITY,AZ,04,28009000,,,,
042023193075,PATAGONIA TOWN,AZ,04,552000,,,,
042025160848,COTTONWOOD CITY,AZ,04,48196000,,,,
042025160849,PRESCOTT VALLEY TOWN,AZ,04,45873000,,,,
042025189586,PRESCOTT CITY,AZ,04,88929000,,,,
042025203932,CLARKDALE TOWN,AZ,04,7873000,,,,
042027137166,YUMA CITY,AZ,04,339192000,,,,
042027160851,SAN LUIS CITY,AZ,04,101892000,,,,
051007203944,BENTON COUNTY,AR,05,5063000,,,,
051019160856,CLARK COUNTY,AR,05,8930000,,,,
051033100337,CRAWFORD COUNTY,AR,05,3475000,,,,
051043122826,DREW COUNTY,AR,05,34144000,,,,
051051160862,GARLAND COUNTY,AR,05,4770000,,,,
051059184362,HOT SPRING COUNTY,AR,05,5303000,,,,
051067160865,JACKSON COUNTY,AR,05,109000,,,,
051069160866,JEFFERSON COUNTY,AR,05,2707000,,,,
051075189597,LAWRENCE COUNTY,AR,05,6573000,,,,
051081122830,LITTLE RIVER COUNTY,AR,05,13479000,,,,
051093160873,MISSISSIPPI COUNTY,AR,05,17978000,,,,
051097160874,MONTGOMERY COUNTY,AR,05,6435000,,,,
051103122833,OUACHITA COUNTY,AR,05,8595000,,,,
051107160876,PHILLIPS COUNTY,AR,05,10995000,,,,
051109160877,PIKE COUNTY,AR,05,111000,,,,
051119160880,PULASKI COUNTY,AR,05,202000,,,,
051123160881,ST FRANCIS COUNTY,AR,05,9680000,,,,
051125194933,SALINE COUNTY,AR,05,25739000,,,,
051131160882,SEBASTIAN COUNTY,AR,05,5954000,,,,
051145160887,WHITE COUNTY,AR,05,610000,,,,
051147122837,WOODRUFF COUNTY,AR,05,4670000,,,,
052001160888,DEWITT CITY,AR,05,273000,,,,
052001160890,STUTTGART CITY,AR,05,51254000,,,,
052003100356,CROSSETT CITY,AR,05,7328000,,,,
052003160892,HAMBURG CITY,AR,05,5315000,,,,
052007122842,BENTONVILLE CITY,AR,05,75250000,,,,
052007160895,CENTERTON CITY,AR,05,13522000,,,,
052007160897,SILOAM SPRINGS CITY,AR,05,21395000,,,,
052007183737,ROGERS CITY,AR,05,233370000,,,,
052007184369,CAVE SPRINGS CITY,AR,05,1388000,,,,
052007220399,BELLA VISTA CITY,AR,05,19864000,,,,
052011100364,WARREN CITY,AR,05,3248000,,,,
052015122848,GREEN FOREST CITY,AR,05,15702000,,,,
052015160909,BERRYVILLE CITY,AR,05,2250000,,,,
052015160911,EUREKA SPRINGS CITY,AR,05,1303000,,,,
052019160914,ARKADELPHIA CITY,AR,05,2545000,,,,
052021207549,PIGGOTT CITY,AR,05,7651000,,,,
052023160923,QUITMAN CITY,AR,05,921000,,,,
052023207550,HEBER SPRINGS CITY,AR,05,28295000,,,,
052027207552,MAGNOLIA CITY,AR,05,32691000,,,,
052031122861,JONESBORO CITY,AR,05,58254000,,,,
052033122863,ALMA CITY,AR,05,4859000,,,,
052033122864,VAN BUREN CITY,AR,05,3425000,,,,
052035100378,MARION CITY,AR,05,16716000,,,,
052035183727,WEST MEMPHIS CITY,AR,05,31080000,,,,
052037211976,WYNNE CITY,AR,05,29000,,,,
052041160937,MCGEHEE CITY,AR,05,2289000,,,,
052043160940,MONTICELLO CITY,AR,05,20707000,,,,
052045122870,CONWAY CITY,AR,05,203164000,,,,
052045160943,VILONIA CITY,AR,05,13847000,,,,
052051160951,HOT SPRINGS CITY,AR,05,289423000,,,,
052055160957,PARAGOULD CITY,AR,05,26780000,,,,
052057183736,HOPE CITY,AR,05,29664000,,,,
052059160962,MALVERN CITY,AR,05,7005000,,,,
052063189605,BATESVILLE CITY,AR,05,34241000,,,,
052067100397,AMAGON TOWN,AR,05,196000,,,,
052067160976,NEWPORT CITY,AR,05,1167000,,,,
052067160978,TUCKERMAN CITY,AR,05,4576000,,,,
052069100402,WHITE HALL CITY,AR,05,3415000,,,,
052069194953,PINE BLUFF CITY,AR,05,36674000,,,,
052071160982,CLARKSVILLE CITY,AR,05,21105000,,,,
052073160986,LEWISVILLE CITY,AR,05,1013000,,,,
052079160997,STAR CITY CITY,AR,05,500000,,,,
052085122895,CABOT CITY,AR,05,104814000,,,,
052085189608,WARD CITY,AR,05,6415000,,,,
052089122898,PYATT TOWN,AR,05,543000,,,,
052089194932,BULL SHOALS CITY,AR,05,4126000,,,,
052091100413,TEXARKANA CITY,AR,05,22386000,,,,
052093100415,MANILA CITY,AR,05,728000,,,,
052093122900,BLYTHEVILLE CITY,AR,05,13578000,,,,
052093189609,OSCEOLA CITY,AR,05,2590000,,,,
052099161022,PRESCOTT CITY,AR,05,3113000,,,,
052103161027,CAMDEN CITY,AR,05,12124000,,,,
052107189611,HELENA-WEST HELENA CITY,AR,05,10073000,,,,
052109207565,MURFREESBORO CITY,AR,05,111000,,,,
052111161035,HARRISBURG CITY,AR,05,50000,,,,
052111207566,TRUMANN CITY,AR,05,2137000,,,,
052113203954,MENA CITY,AR,05,5843000,,,,
052115100428,RUSSELLVILLE CITY,AR,05,70860000,,,,
052115161040,ATKINS CITY,AR,05,235000,,,,
052117122920,DES ARC CITY,AR,05,1699000,,,,
052117122921,HAZEN CITY,AR,05,1450000,,,,
052119100435,LITTLE ROCK CITY,AR,05,550803000,,,,
052119161047,ALEXANDER TOWN,AR,05,386000,,,,
052119161049,SHERWOOD CITY,AR,05,17205000,,,,
052119161050,MAUMELLE CITY,AR,05,15800000,,,,
052119194954,JACKSONVILLE CITY,AR,05,45653000,,,,
052119203955,NORTH LITTLE ROCK CITY,AR,05,70504000,,,,
052121100441,O'KEAN TOWN,AR,05,205000,,,,
052121122923,POCAHONTAS CITY,AR,05,8895000,,,,
052123161055,FORREST CITY CITY,AR,05,15731000,,,,
052123184392,CALDWELL TOWN,AR,05,219000,,,,
052125161059,BRYANT CITY,AR,05,39887000,,,,
052125183735,BENTON CITY,AR,05,78496000,,,,
052131161064,FORT SMITH CITY,AR,05,193736000,,,,
052137211979,MOUNTAIN VIEW CITY,AR,05,11795000,,,,
052139194955,EL DORADO CITY,AR,05,7820000,,,,
052141122933,DAMASCUS TOWN,AR,05,531000,,,,
052143161076,FAYETTEVILLE CITY,AR,05,173802000,,,,
052143161078,SPRINGDALE CITY,AR,05,233721000,,,,
052145100455,LETONA TOWN,AR,05,470000,,,,
052145122936,BEEBE CITY,AR,05,5160000,,,,
052145161083,HIGGINSON TOWN,AR,05,351000,,,,
052145161086,SEARCY CITY,AR,05,10051000,,,,
052145193097,JUDSONIA CITY,AR,05,1135000,,,,
052147161089,AUGUSTA CITY,AR,05,501000,,,,
061001123083,ALAMEDA COUNTY,CA,06,2215349000,,,,
061007161096,BUTTE COUNTY,CA,06,53954000,,,,
061009123084,CALAVERAS COUNTY,CA,06,38604000,,,,
061013161097,CONTRA COSTA COUNTY,CA,06,488587000,,,,
061017183752,EL DORADO COUNTY,CA,06,57088000,,,,
061019161098,FRESNO COUNTY,CA,06,327790000,,,,
061021183753,GLENN COUNTY,CA,06,12759000,,,,
061023161099,HUMBOLDT COUNTY,CA,06,14288000,,,,
061025161100,IMPERIAL COUNTY,CA,06,23021000,,,,
061027100622,INYO COUNTY,CA,06,3131000,,,,
061029189634,KERN COUNTY,CA,06,273379000,,,,
061031161101,KINGS COUNTY,CA,06,20382000,,,,
061033161102,LAKE COUNTY,CA,06,11562000,,,,
061037123085,LOS ANGELES COUNTY,CA,06,6621237000,,,,
061039207575,MADERA COUNTY,CA,06,251432000,,,,
061041100630,MARIN COUNTY,CA,06,194887000,,,,
061043203965,MARIPOSA COUNTY,CA,06,9864000,,,,
061045161104,MENDOCINO COUNTY,CA,06,93463000,,,,
061047161105,MERCED COUNTY,CA,06,86315000,,,,
061053100633,MONTEREY COUNTY,CA,06,378364000,,,,
061055161107,NAPA COUNTY,CA,06,73956000,,,,
061057193100,NEVADA COUNTY,CA,06,69686000,,,,
061059207576,ORANGE COUNTY,CA,06,1448106000,,,,
061061123087,PLACER COUNTY,CA,06,408478000,,,,
061063183754,PLUMAS COUNTY,CA,06,10894000,,,,
061065161108,RIVERSIDE COUNTY,CA,06,2891590000,,,,
061067161109,SACRAMENTO COUNTY,CA,06,3215401000,,,,
061069183755,SAN BENITO COUNTY,CA,06,24999000,,,,
061071161110,SAN BERNARDINO COUNTY,CA,06,680623000,,,,
061073161111,SAN DIEGO COUNTY,CA,06,1228255000,,,,
061077161112,SAN JOAQUIN COUNTY,CA,06,486924000,,,,
061079161113,SAN LUIS OBISPO COUNTY,CA,06,885290000,,,,
061081123088,SAN MATEO COUNTY,CA,06,1243822000,,,,
061083161114,SANTA BARBARA COUNTY,CA,06,420671000,,,,
061085183756,SANTA CLARA COUNTY,CA,06,3909645000,,,,
061087194942,SANTA CRUZ COUNTY,CA,06,360472000,,,,
061089161115,SHASTA COUNTY,CA,06,39827000,,,,
061091161116,SIERRA COUNTY,CA,06,22844000,,,,
061093123089,SISKIYOU COUNTY,CA,06,38585000,,,,
061095100642,SOLANO COUNTY,CA,06,183347000,,,,
061097161117,SONOMA COUNTY,CA,06,454688000,,,,
061099123090,STANISLAUS COUNTY,CA,06,143930000,,,,
061101161118,SUTTER COUNTY,CA,06,11756000,,,,
061103193101,TEHAMA COUNTY,CA,06,15138000,,,,
061107123091,TULARE COUNTY,CA,06,245151000,,,,
061109184432,TUOLUMNE COUNTY,CA,06,28733000,,,,
061111161120,VENTURA COUNTY,CA,06,666555000,,,,
061113161121,YOLO COUNTY,CA,06,84233000,,,,
061115183757,YUBA COUNTY,CA,06,144133000,,,,
062001123093,OAKLAND CITY,CA,06,1517029000,,,,
062001123094,SAN LEANDRO CITY,CA,06,109986000,,,,
062001161123,HAYWARD CITY,CA,06,112343000,,,,
062001193102,EMERYVILLE CITY,CA,06,53373000,,,,
062001207577,FREMONT CITY,CA,06,266930000,,,,
062007225354,BIGGS CITY,CA,06,4999000,,,,
062013100656,EL CERRITO CITY,CA,06,16049000,,,,
062013123098,PITTSBURG CITY,CA,06,168249000,,,,
062013123099,ORINDA CITY,CA,06,44013000,,,,
062013161135,RICHMOND CITY,CA,06,700960000,,,,
062019189636,FRESNO CITY,CA,06,1053595000,,,,
062019203966,CLOVIS CITY,CA,06,149217000,,,,
062025161155,IMPERIAL CITY,CA,06,31705000,,,,
062029183825,BAKERSFIELD CITY,CA,06,137685000,,,,
062037100681,HAWTHORNE CITY,CA,06,134608000,,,,
062037123109,EL SEGUNDO CITY,CA,06,144953000,,,,
062037123113,VERNON CITY,CA,06,406426000,,,,
062037123115,WEST HOLLYWOOD CITY,CA,06,355149000,,,,
062037137232,SANTA CLARITA CITY,CA,06,214009000,,,,
062037161163,AZUSA CITY,CA,06,198838000,,,,
062037161165,BEVERLY HILLS CITY,CA,06,178808000,,,,
062037161170,GLENDALE CITY,CA,06,221241000,,,,
062037161173,LONG BEACH CITY,CA,06,3191180000,,,,
062037161174,LOS ANGELES CITY,CA,06,39176394000,,,,
062037161175,LYNWOOD CITY,CA,06,212593000,,,,
062037161179,POMONA CITY,CA,06,468883000,,,,
062037161191,COMMERCE CITY,CA,06,42738000,,,,
062037183833,CARSON CITY,CA,06,174410000,,,,
062037184443,BURBANK CITY,CA,06,241700000,,,,
062037201366,SANTA MONICA CITY,CA,06,579741000,,,,
062037207582,PASADENA CITY,CA,06,718092000,,,,
062037207583,TORRANCE CITY,CA,06,401910000,,,,
062041100695,CORTE MADERA TOWN,CA,06,32194000,,,,
062041123123,MILL VALLEY CITY,CA,06,16690000,,,,
062041123124,NOVATO CITY,CA,06,55726000,,,,
062055123130,NAPA CITY,CA,06,45909000,,,,
062055161213,CALISTOGA CITY,CA,06,20294000,,,,
062059100709,HUNTINGTON BEACH CITY,CA,06,434344000,,,,
062059100711,SANTA ANA CITY,CA,06,525850000,,,,
062059123131,BREA CITY,CA,06,55384000,,,,
062059123133,NEWPORT BEACH CITY,CA,06,209239000,,,,
062059123134,SAN CLEMENTE CITY,CA,06,68638000,,,,
062059161218,FULLERTON CITY,CA,06,90541000,,,,
062059161219,LA HABRA CITY,CA,06,172624000,,,,
062059161220,ORANGE CITY,CA,06,338613000,,,,
062059161225,MISSION VIEJO CITY,CA,06,84196000,,,,
062059161226,FOUNTAIN VALLEY CITY,CA,06,55086000,,,,
062059161229,IRVINE CITY,CA,06,919669000,,,,
062059183836,ANAHEIM CITY,CA,06,3254889000,,,,
062059183838,LAGUNA NIGUEL CITY,CA,06,271000,,,,
062061123137,ROSEVILLE CITY,CA,06,908548000,,,,
062065100718,INDIO CITY,CA,06,232383000,,,,
062065161236,PALM SPRINGS CITY,CA,06,268104000,,,,
062065161237,CANYON LAKE CITY,CA,06,1347000,,,,
062065161238,MORENO VALLEY CITY,CA,06,101598000,,,,
062065203973,CATHEDRAL CITY,CA,06,188535000,,,,
062065207593,CORONA CITY,CA,06,654488000,,,,
062065207594,RIVERSIDE CITY,CA,06,2022649000,,,,
062067161241,SACRAMENTO CITY,CA,06,1901362000,,,,
062067183840,FOLSOM CITY,CA,06,529704000,,,,
062067200728,ELK GROVE CITY,CA,06,298480000,,,,
062071161245,FONTANA CITY,CA,06,293144000,,,,
062071161246,ONTARIO CITY,CA,06,1148892000,,,,
062071161247,UPLAND CITY,CA,06,51031000,,,,
062071161251,RANCHO CUCAMONGA CITY,CA,06,53697000,,,,
062071161252,VICTORVILLE CITY,CA,06,614676000,,,,
062071189641,APPLE VALLEY TOWN,CA,06,29696000,,,,
062071193115,SAN BERNARDINO CITY,CA,06,100424000,,,,
062073100729,POWAY CITY,CA,06,89765000,,,,
062073161254,CARLSBAD CITY,CA,06,45012000,,,,
062073161256,OCEANSIDE CITY,CA,06,246816000,,,,
062073207598,SAN DIEGO CITY,CA,06,5803365000,,,,
062073211212,CHULA VISTA CITY,CA,06,1023603000,,,,
062075161258,SAN FRANCISCO CITY AND COUNTY,CA,06,24340938000,,,,
062077123153,LODI CITY,CA,06,246477000,,,,
062077211214,STOCKTON CITY,CA,06,961018000,,,,
062079207600,EL PASO DE ROBLES CITY,CA,06,62261000,,,,
062081161262,BURLINGAME CITY,CA,06,207605000,,,,
062081161264,MENLO PARK CITY,CA,06,30132000,,,,
062081183845,COLMA TOWN,CA,06,4295000,,,,
062081193116,SOUTH SAN FRANCISCO CITY,CA,06,302027000,,,,
062081207602,BELMONT CITY,CA,06,149112000,,,,
